30 , 53.8273811340332
29 , 52.21867513656616
28 , 51.1360981464386
27 , 52.827083587646484
26 , 49.119287967681885
25 , 48.457361459732056
24 , 48.5846951007843
23 , 48.94037675857544
22 , 54.257744789123535
21 , 45.377052783966064
20 , 50.85552644729614
19 , 49.4033043384552
18 , 47.683677434921265
17 , 50.8468976020813
16 , 50.966519355773926
15 , 47.190778493881226
14 , 47.17571663856506
13 , 46.44462752342224
12 , 49.24754452705383
11 , 41.675074338912964
10 , 44.16175079345703
9 , 37.80541753768921
8 , 32.301708459854126
7 , 31.03199791908264
6 , 32.32588839530945
5 , 32.939542055130005
4 , 32.93256115913391
3 , 27.188389539718628
2 , 17.668871879577637
1 , 10.628997802734375
